absolute_amount_difference,absolute_amount_difference_vs_gross,amount_difference,amount_ratio,bank_amount,bank_category,best_vs_second_best_amount_gap,best_vs_second_best_date_gap,best_vs_second_best_reference_gap,candidate_count,candidate_rank_by_amount,candidate_rank_by_date,candidate_rank_by_reference,date_difference_days,description_token_overlap,exact_amount_match,is_best_amount_candidate,is_best_date_candidate,is_best_reference_candidate,label,merchant_match,payment_count,reference_exact_match,relative_amount_difference,same_day,settlement_fee_amount,settlement_fee_tax_amount,settlement_gross_amount,settlement_net_amount,settlement_refund_amount,transaction_type_is_credit,utr_similarity,value_date_difference_days,within_1_day,within_3_days,within_7_days
2114.4800000000105,668.2099999999919,2114.4800000000105,1.009665871279913,220871.79,SETTLEMENT,2114.4800000000105,1.0,0.4242424242424242,8,2,8,6,10,0.2,0,0,0,0,0,1,9,0,0.009665871279912934,0,2358.21,424.48,221540.0,218757.31,0.0,1,0.36363636363636365,12,0,0,0
2876.220000000001,13157.859999999986,2876.220000000001,1.013193937840113,220871.79,SETTLEMENT,2114.4800000000105,1.0,0.4242424242424242,8,3,7,5,6,0.2,0,0,0,0,0,1,12,0,0.013193937840112994,0,700.2,126.04,234029.65,217995.57,15207.84,1,0.42424242424242425,4,0,0,1
67024.70000000001,31474.77000000002,67024.70000000001,1.4356578990216846,220871.79,SETTLEMENT,2114.4800000000105,1.0,0.4242424242424242,8,7,1,7,0,0.2,0,0,1,0,0,1,9,0,0.43565789902168456,1,1874.06,337.33,189397.02,153847.09,33338.54,1,0.30303030303030304,2,1,1,1
53394.07000000001,51347.73000000001,53394.07000000001,1.3188129740481302,220871.79,SETTLEMENT,2114.4800000000105,1.0,0.4242424242424242,8,6,2,4,1,0.2,0,0,0,0,0,1,11,0,0.31881297404813014,0,1734.18,312.16,169524.06,167477.72,0.0,1,0.42424242424242425,3,1,1,1
9827.76000000001,5419.299999999988,9827.76000000001,1.0465673442646068,220871.79,SETTLEMENT,2114.4800000000105,1.0,0.4242424242424242,8,5,5,8,4,0.2,0,0,0,0,0,1,12,0,0.04656734426460682,0,1856.58,334.19,226291.09,211044.03,13056.29,1,0.30303030303030304,2,0,0,1
2913.2600000000093,81004.42999999996,2913.2600000000093,1.0133661206101914,220871.79,SETTLEMENT,2114.4800000000105,1.0,0.4242424242424242,8,4,6,3,5,0.2,0,0,0,0,0,1,11,0,0.01336612061019135,0,3698.59,665.74,301876.22,217958.53,79553.36,1,0.42424242424242425,7,0,0,1
129220.79000000001,173486.55999999997,-129220.79000000001,0.6308953763030339,220871.79,SETTLEMENT,2114.4800000000105,1.0,0.4242424242424242,8,8,3,2,2,0.2,0,0,0,0,0,0,8,0,0.3691046236969661,0,6088.71,1095.98,394358.35,350092.58,37081.08,1,0.48484848484848486,0,0,1,1
0.0,1569.1800000000221,0.0,1.0,167005.08,SETTLEMENT,472.64000000001397,0.0,0.36363636363636365,5,1,2,1,0,0.0,1,1,0,1,1,1,9,0,0.0,1,1329.81,239.37,168574.26,167005.08,0.0,1,0.9090909090909091,1,1,1,1
472.64000000001397,2518.9800000000105,-472.64000000001397,0.9971778932744009,167005.08,SETTLEMENT,472.64000000001397,0.0,0.36363636363636365,5,2,3,2,1,0.0,0,0,0,0,0,1,11,0,0.0028221067255991663,0,1734.18,312.16,169524.06,167477.72,0.0,1,0.5454545454545454,0,1,1,1
520.8499999999767,24555.76000000001,520.8499999999767,1.003128524545538,167005.08,SETTLEMENT,472.64000000001397,0.0,0.36363636363636365,5,3,5,5,11,0.0,0,0,0,0,0,1,12,0,0.0031285245455378967,0,1203.86,216.7,191560.84,166484.23,23656.05,1,0.36363636363636365,12,0,0,0
53866.71000000002,63566.28,-53866.71000000002,0.7561177459556967,167005.08,SETTLEMENT,472.64000000001397,0.0,0.36363636363636365,5,4,1,4,0,0.0,0,0,1,0,0,1,15,0,0.24388225404430333,1,1379.92,248.39,230571.36,220871.79,8071.26,1,0.48484848484848486,1,1,1,1
187212.55000000002,245049.46,-187212.55000000002,0.47147591157447466,167005.08,SETTLEMENT,472.64000000001397,0.0,0.36363636363636365,5,5,4,3,11,0.0,0,0,0,0,0,0,9,0,0.5285240884255253,0,2078.33,374.1,412054.54,354217.63,55384.48,1,0.48484848484848486,12,0,0,0
3016.579999999987,5062.919999999984,-3016.579999999987,0.9819881713221318,164461.14,SETTLEMENT,520.8499999999767,1.0,0.4,5,3,1,1,0,0.0,0,0,1,1,1,1,11,0,0.018011828677868238,1,1734.18,312.16,169524.06,167477.72,0.0,1,0.9714285714285714,0,1,1,1
2023.0899999999965,27099.699999999983,-2023.0899999999965,0.9878481583510943,164461.14,SETTLEMENT,520.8499999999767,1.0,0.4,5,1,5,3,12,0.0,0,1,0,0,0,1,12,0,0.012151841648905704,0,1203.86,216.7,191560.84,166484.23,23656.05,1,0.45714285714285713,12,0,0,0
2543.939999999973,4113.119999999995,-2543.939999999973,0.9847672897135825,164461.14,SETTLEMENT,520.8499999999767,1.0,0.4,5,2,2,2,1,0.0,0,0,0,0,0,1,9,0,0.015232710286417475,0,1329.81,239.37,168574.26,167005.08,0.0,1,0.5714285714285714,1,1,1,1
10614.050000000017,24935.879999999976,10614.050000000017,1.0689909051903421,164461.14,SETTLEMENT,520.8499999999767,1.0,0.4,5,4,3,5,1,0.0,0,0,0,0,0,1,9,0,0.06899090519034203,0,1874.06,337.33,189397.02,153847.09,33338.54,1,0.2857142857142857,1,1,1,1
124919.83000000002,115740.42000000001,124919.83000000002,4.159223354006229,164461.14,SETTLEMENT,520.8499999999767,1.0,0.4,5,5,4,4,2,0.0,0,0,0,0,0,0,15,0,3.1592233540062287,0,602.16,108.39,48720.72,39541.31,8468.86,1,0.4,2,0,1,1
1588.229999999996,19137.009999999995,1588.229999999996,1.015592292710952,103448.17,SETTLEMENT,2889.279999999999,1.0,0.4117647058823529,8,1,2,1,1,0.0,0,1,0,1,1,1,9,1,0.015592292710951881,0,741.96,133.56,122585.18,101859.94,19849.72,1,1.0,2,1,1,1
4477.509999999995,35808.3,-4477.509999999995,0.9585130248889792,103448.17,SETTLEMENT,2889.279999999999,1.0,0.4117647058823529,8,2,7,6,7,0.0,0,0,0,0,0,1,11,0,0.0414869751110208,0,1081.98,194.77,139256.47,107925.68,30054.04,1,0.47058823529411764,6,0,0,1
5020.110000000001,30319.15999999999,-5020.110000000001,0.953718174566795,103448.17,SETTLEMENT,2889.279999999999,1.0,0.4117647058823529,8,3,8,2,11,0.0,0,0,0,0,0,1,7,0,0.04628182543320499,0,1888.41,339.91,133767.33,108468.28,23070.73,1,0.5882352941176471,12,0,0,0
58290.78999999999,64566.729999999996,-58290.78999999999,0.6395995745242828,103448.17,SETTLEMENT,2889.279999999999,1.0,0.4117647058823529,8,6,1,3,0,0.0,0,0,1,0,0,1,10,0,0.36040042547571716,1,1172.59,211.07,168014.9,161738.96,4892.28,1,0.5294117647058824,1,1,1,1
77560.87000000001,80569.05,-77560.87000000001,0.5715083069884244,103448.17,SETTLEMENT,2889.279999999999,1.0,0.4117647058823529,8,8,4,4,2,0.0,0,0,0,0,0,1,12,0,0.4284916930115756,0,2549.31,458.87,184017.22,181009.04,0.0,1,0.5294117647058824,1,0,1,1
5376.25,4938.3399999999965,5376.25,1.0548194631042198,103448.17,SETTLEMENT,2889.279999999999,1.0,0.4117647058823529,8,4,5,7,5,0.0,0,0,0,0,0,1,7,0,0.05481946310421984,0,371.11,66.8,98509.83,98071.92,0.0,1,0.4117647058823529,6,0,0,1
28196.14,29249.08,-28196.14,0.7858157333195791,103448.17,SETTLEMENT,2889.279999999999,1.0,0.4117647058823529,8,5,6,5,5,0.0,0,0,0,0,0,1,6,0,0.2141842666804209,0,892.32,160.62,132697.25,131644.31,0.0,1,0.47058823529411764,4,0,0,1
75903.93,75747.95999999999,75903.93,3.7557097237026684,103448.17,SETTLEMENT,2889.279999999999,1.0,0.4117647058823529,8,7,3,8,1,0.0,0,0,0,0,0,0,9,0,2.7557097237026684,0,132.18,23.79,27700.21,27544.24,0.0,1,0.4117647058823529,2,1,1,1
1769.2000000000116,4009.649999999994,-1769.2000000000116,0.9886310102881902,153847.09,SETTLEMENT,6122.669999999984,1.0,0.05882352941176472,5,1,5,3,9,0.2,0,1,0,0,0,1,10,0,0.011368989711809808,0,1898.68,341.77,157856.74,155616.29,0.0,1,0.4117647058823529,6,0,0,0
7891.869999999995,14167.809999999998,-7891.869999999995,0.9512061286903292,153847.09,SETTLEMENT,6122.669999999984,1.0,0.05882352941176472,5,2,1,4,0,0.2,0,0,1,0,0,1,10,0,0.04879387130967082,1,1172.59,211.07,168014.9,161738.96,4892.28,1,0.4117647058823529,3,1,1,1
57196.94,72444.0,-57196.94,0.7289810093182925,153847.09,SETTLEMENT,6122.669999999984,1.0,0.05882352941176472,5,5,2,2,1,0.2,0,0,0,0,0,1,12,0,0.27101899068170754,0,1856.58,334.19,226291.09,211044.03,13056.29,1,0.47058823529411764,4,1,1,1
27161.95000000001,30170.130000000005,-27161.95000000001,0.8499414725363992,153847.09,SETTLEMENT,6122.669999999984,1.0,0.05882352941176472,5,4,3,5,2,0.2,0,0,0,0,0,1,12,0,0.15005852746360077,0,2549.31,458.87,184017.22,181009.04,0.0,1,0.4117647058823529,5,0,1,1
19869.119999999995,160251.97,19869.119999999995,1.1483013961175856,153847.09,SETTLEMENT,6122.669999999984,1.0,0.05882352941176472,5,3,4,1,6,0.2,0,0,0,1,0,0,7,0,0.14830139611758555,0,2568.15,462.26,314099.06,133977.97,177090.68,1,0.5294117647058824,9,0,0,1
3109.4100000000035,9385.350000000006,-3109.4100000000035,0.9807751329673444,158629.55,SETTLEMENT,96.15000000002328,1.0,0.47058823529411764,6,2,1,1,0,0.0,0,0,1,1,1,1,10,1,0.019224867032655607,1,1172.59,211.07,168014.9,161738.96,4892.28,1,1.0,1,1,1,1
3013.25999999998,772.8099999999977,3013.25999999998,1.0193633969811258,158629.55,SETTLEMENT,96.15000000002328,1.0,0.47058823529411764,6,1,6,3,9,0.0,0,1,0,0,0,1,10,0,0.019363396981125693,0,1898.68,341.77,157856.74,155616.29,0.0,1,0.47058823529411764,10,0,0,0
4782.459999999992,30767.47,4782.459999999992,1.0310858008429018,158629.55,SETTLEMENT,96.15000000002328,1.0,0.47058823529411764,6,3,5,2,3,0.0,0,0,0,0,0,1,9,0,0.031085800842901818,0,1874.06,337.33,189397.02,153847.09,33338.54,1,0.5294117647058824,4,0,1,1
52414.48000000001,67661.54000000001,-52414.48000000001,0.7516419677922185,158629.55,SETTLEMENT,96.15000000002328,1.0,0.47058823529411764,6,5,2,5,1,0.0,0,0,0,0,0,1,12,0,0.24835803220778152,0,1856.58,334.19,226291.09,211044.03,13056.29,1,0.4117647058823529,0,1,1,1
22379.49000000002,25387.670000000013,-22379.49000000002,0.8763625838797885,158629.55,SETTLEMENT,96.15000000002328,1.0,0.47058823529411764,6,4,4,6,2,0.0,0,0,0,0,0,1,12,0,0.12363741612021156,0,2549.31,458.87,184017.22,181009.04,0.0,1,0.4117647058823529,1,0,1,1
587226.8,646678.8,-587226.8,0.21268110139439048,158629.55,SETTLEMENT,96.15000000002328,1.0,0.47058823529411764,6,6,3,4,1,0.0,0,0,0,0,0,0,8,0,0.7873188986056096,0,8696.5,1565.37,805308.35,745856.35,49190.13,1,0.47058823529411764,2,1,1,1
955.4800000000032,1.639999999999418,955.4800000000032,1.0200423635842664,48628.5,SETTLEMENT,4985.719999999994,7.0,0.5294117647058824,5,1,1,1,0,0.0,0,1,1,1,1,1,5,0,0.02004236358426639,1,808.34,145.5,48626.86,47673.02,0.0,1,0.9411764705882353,1,1,1,1
5941.199999999997,20204.67,-5941.199999999997,0.8911263943177258,48628.5,SETTLEMENT,4985.719999999994,7.0,0.5294117647058824,5,2,5,4,17,0.0,0,0,0,0,0,1,5,0,0.10887360568227418,0,278.69,50.16,68833.17,54569.7,13934.62,1,0.35294117647058826,18,0,0,0
38442.07000000001,46653.91,-38442.07000000001,0.5584952527587679,48628.5,SETTLEMENT,4985.719999999994,7.0,0.5294117647058824,5,5,2,3,7,0.0,0,0,0,0,0,1,6,0,0.44150474724123207,0,801.97,144.35,95282.41,87070.57,7265.52,1,0.4117647058823529,8,0,0,1
26307.990000000005,27718.690000000002,-26307.990000000005,0.648929513512042,48628.5,SETTLEMENT,4985.719999999994,7.0,0.5294117647058824,5,4,4,2,12,0.0,0,0,0,0,0,1,8,0,0.351070486487958,0,1195.51,215.19,76347.19,74936.49,0.0,1,0.4117647058823529,13,0,0,0
21168.82,20694.06,21168.82,1.7709055604435302,48628.5,SETTLEMENT,4985.719999999994,7.0,0.5294117647058824,5,3,3,5,9,0.0,0,0,0,0,0,0,5,0,0.7709055604435303,0,402.34,72.42,27934.44,27459.68,0.0,1,0.29411764705882354,8,0,0,0
10085.899999999994,13569.429999999993,-10085.899999999994,0.9451998808794643,173962.97,SETTLEMENT,4853.450000000012,0.0,0.47058823529411764,7,4,1,1,0,0.16666666666666666,0,0,1,1,1,1,11,1,0.05480011912053573,1,2952.14,531.39,187532.4,184048.87,0.0,1,1.0,2,1,1,1
1631.7999999999884,3159.5100000000093,-1631.7999999999884,0.9907070125152362,173962.97,SETTLEMENT,4853.450000000012,0.0,0.47058823529411764,7,1,5,5,5,0.0,0,1,0,0,0,1,7,0,0.00929298748476386,0,1294.67,233.04,177122.48,175594.77,0.0,1,0.47058823529411764,3,0,0,1
6485.25,4438.9100000000035,6485.25,1.038723061192856,173962.97,SETTLEMENT,4853.450000000012,0.0,0.47058823529411764,7,2,6,3,6,0.0,0,0,0,0,0,1,11,0,0.038723061192855984,0,1734.18,312.16,169524.06,167477.72,0.0,1,0.47058823529411764,8,0,0,1
7046.070000000007,10054.25,-7046.070000000007,0.9610733806444142,173962.97,SETTLEMENT,4853.450000000012,0.0,0.47058823529411764,7,3,2,2,0,0.0,0,0,0,0,0,1,12,0,0.03892661935558581,1,2549.31,458.87,184017.22,181009.04,0.0,1,0.5294117647058824,2,1,1,1
37081.06,52328.119999999995,-37081.06,0.8242970436074406,173962.97,SETTLEMENT,4853.450000000012,0.0,0.47058823529411764,7,6,3,4,1,0.0,0,0,0,0,0,1,12,0,0.1757029563925594,0,1856.58,334.19,226291.09,211044.03,13056.29,1,0.47058823529411764,3,1,1,1
12224.01000000001,5948.070000000007,12224.01000000001,1.0755786360936166,173962.97,SETTLEMENT,4853.450000000012,0.0,0.47058823529411764,7,5,4,6,2,0.0,0,0,0,0,0,1,10,0,0.07557863609361659,0,1172.59,211.07,168014.9,161738.96,4892.28,1,0.35294117647058826,4,0,1,1
93024.67,77947.79000000001,93024.67,2.14932819196845,173962.97,SETTLEMENT,4853.450000000012,0.0,0.47058823529411764,7,7,7,7,16,0.0,0,0,0,0,0,0,15,0,1.14932819196845,0,1362.51,245.26,96015.18,80938.3,13469.11,1,0.35294117647058826,18,0,0,0
4276.739999999991,1268.5599999999977,4276.739999999991,1.0236272177345396,185285.78,SETTLEMENT,70.73999999999069,0.0,0.4,5,3,2,1,0,0.0,0,0,0,1,1,1,12,0,0.023627217734539616,1,2549.31,458.87,184017.22,181009.04,0.0,1,0.9142857142857143,0,1,1,1
1236.9100000000035,2246.6199999999953,1236.9100000000035,1.0067205519925224,185285.78,SETTLEMENT,70.73999999999069,0.0,0.4,5,1,1,3,0,0.0,0,1,1,0,0,1,11,0,0.00672055199252244,1,2952.14,531.39,187532.4,184048.87,0.0,1,0.5142857142857142,0,1,1,1
1307.6499999999942,4160.0899999999965,-1307.6499999999942,0.9929919826223249,185285.78,SETTLEMENT,70.73999999999069,0.0,0.4,5,2,4,2,14,0.0,0,0,0,0,0,1,7,0,0.007008017377675056,0,2417.32,435.12,189445.87,186593.43,0.0,1,0.5142857142857142,14,0,0,0
25758.25,41005.31,-25758.25,0.8779484546423796,185285.78,SETTLEMENT,70.73999999999069,0.0,0.4,5,4,3,4,1,0.0,0,0,0,0,0,1,12,0,0.1220515453576204,0,1856.58,334.19,226291.09,211044.03,13056.29,1,0.45714285714285713,1,1,1,1
123441.78,122203.68,123441.78,2.9960186921932603,185285.78,SETTLEMENT,70.73999999999069,0.0,0.4,5,5,5,5,15,0.0,0,0,0,0,0,0,12,0,1.9960186921932603,0,676.23,121.73,63082.1,61844.0,440.14,1,0.2857142857142857,15,0,0,0
6674.369999999995,9359.709999999992,6674.369999999995,1.0306169983179017,224669.94,SETTLEMENT,2114.4800000000105,1.0,0.4117647058823529,6,3,3,1,3,0.0,0,0,0,1,1,1,12,0,0.030616998317901576,0,700.2,126.04,234029.65,217995.57,15207.84,1,0.9411764705882353,0,0,1,1
3798.149999999994,5901.419999999984,3798.149999999994,1.0171961752109673,224669.94,SETTLEMENT,2114.4800000000105,1.0,0.4117647058823529,6,1,5,3,11,0.0,0,1,0,0,0,1,15,0,0.017196175210967387,0,1379.92,248.39,230571.36,220871.79,8071.26,1,0.47058823529411764,8,0,0,0
5912.630000000005,3129.9400000000023,5912.630000000005,1.0270282625069764,224669.94,SETTLEMENT,2114.4800000000105,1.0,0.4117647058823529,6,2,6,5,19,0.0,0,0,0,0,0,1,9,0,0.02702826250697636,0,2358.21,424.48,221540.0,218757.31,0.0,1,0.4117647058823529,16,0,0,0
32965.140000000014,15703.440000000002,32965.140000000014,1.171957822652328,224669.94,SETTLEMENT,2114.4800000000105,1.0,0.4117647058823529,6,4,1,2,0,0.0,0,0,1,0,0,1,11,0,0.17195782265232804,1,2038.56,366.94,240373.38,191704.8,46263.08,1,0.5294117647058824,3,1,1,1
49075.17000000001,47547.45999999999,49075.17000000001,1.279479679263796,224669.94,SETTLEMENT,2114.4800000000105,1.0,0.4117647058823529,6,5,2,6,1,0.0,0,0,0,0,0,1,7,0,0.2794796792637959,0,1294.67,233.04,177122.48,175594.77,0.0,1,0.35294117647058826,4,1,1,1
197125.7,196969.73,197125.7,8.15669410374002,224669.94,SETTLEMENT,2114.4800000000105,1.0,0.4117647058823529,6,6,4,4,7,0.0,0,0,0,0,0,0,9,0,7.15669410374002,0,132.18,23.79,27700.21,27544.24,0.0,1,0.47058823529411764,4,0,0,1
0.0,1052.9400000000023,0.0,1.0,131644.31,SETTLEMENT,4115.220000000001,1.0,0.36363636363636365,7,1,2,1,1,0.0,1,1,0,1,1,1,6,0,0.0,0,892.32,160.62,132697.25,131644.31,0.0,1,0.9090909090909091,4,1,1,1
4115.220000000001,100.75,4115.220000000001,1.0322688729293057,131644.31,SETTLEMENT,4115.220000000001,1.0,0.36363636363636365,7,2,6,5,16,0.0,0,0,0,0,0,1,7,0,0.03226887292930579,0,1467.09,264.08,131543.56,127529.09,2283.3,1,0.48484848484848486,19,0,0,0
10862.459999999992,45091.67000000001,-10862.459999999992,0.9237758318429363,131644.31,SETTLEMENT,4115.220000000001,1.0,0.36363636363636365,7,3,7,4,23,0.0,0,0,0,0,0,1,6,0,0.07622416815706365,0,1927.81,347.0,176735.98,142506.77,31954.4,1,0.48484848484848486,26,0,0,0
60060.48999999999,108729.07,-60060.48999999999,0.686703254169953,131644.31,SETTLEMENT,4115.220000000001,1.0,0.36363636363636365,7,6,1,2,0,0.0,0,0,1,0,0,1,11,0,0.313296745830047,1,2038.56,366.94,240373.38,191704.8,46263.08,1,0.5454545454545454,3,1,1,1
17141.259999999995,14267.119999999995,17141.259999999995,1.1497013398333058,131644.31,SETTLEMENT,4115.220000000001,1.0,0.36363636363636365,7,4,4,7,1,0.0,0,0,0,0,0,1,7,0,0.1497013398333057,0,517.17,93.09,145911.43,114503.05,30798.12,1,0.42424242424242425,2,1,1,1
23718.630000000005,7612.1600000000035,23718.630000000005,1.2197681775088192,131644.31,SETTLEMENT,4115.220000000001,1.0,0.36363636363636365,7,5,3,3,1,0.0,0,0,0,0,0,1,11,0,0.21976817750881908,0,1081.98,194.77,139256.47,107925.68,30054.04,1,0.5454545454545454,2,1,1,1
92335.66,91786.98,92335.66,3.3489908709660594,131644.31,SETTLEMENT,4115.220000000001,1.0,0.36363636363636365,7,7,5,6,15,0.0,0,0,0,0,0,0,11,0,2.34899087096606,0,464.98,83.7,39857.33,39308.65,0.0,1,0.48484848484848486,18,0,0,0
3041.50999999998,12352.309999999998,3041.50999999998,1.016121366271096,191704.8,SETTLEMENT,2069.860000000015,0.0,0.0,6,1,6,4,26,0.0,0,1,0,0,0,1,10,0,0.016121366271095876,0,3113.62,560.44,204057.11,188663.29,11719.76,1,0.47058823529411764,26,0,0,0
5111.369999999995,2258.929999999993,5111.369999999995,1.0273930866697718,191704.8,SETTLEMENT,2069.860000000015,0.0,0.0,6,2,5,5,18,0.0,0,0,0,0,0,1,7,0,0.02739308666977179,0,2417.32,435.12,189445.87,186593.43,0.0,1,0.4117647058823529,18,0,0,0
16110.029999999999,14582.319999999978,16110.029999999999,1.0917455001649536,191704.8,SETTLEMENT,2069.860000000015,0.0,0.0,6,3,2,3,1,0.0,0,0,0,0,0,1,7,0,0.09174550016495366,0,1294.67,233.04,177122.48,175594.77,0.0,1,0.5294117647058824,1,1,1,1
60060.48999999999,59007.54999999999,60060.48999999999,1.4562330874763976,191704.8,SETTLEMENT,2069.860000000015,0.0,0.0,6,5,1,2,1,0.0,0,0,1,0,0,1,6,0,0.4562330874763975,0,892.32,160.62,132697.25,131644.31,0.0,1,0.5294117647058824,1,1,1,1
26290.77000000002,42324.850000000006,-26290.77000000002,0.8793976868429023,191704.8,SETTLEMENT,2069.860000000015,0.0,0.0,6,4,4,1,3,0.0,0,0,0,1,0,1,12,0,0.12060231315709773,0,700.2,126.04,234029.65,217995.57,15207.84,1,0.5294117647058824,3,0,1,1
511588.48000000004,521076.79,-511588.48000000004,0.27258158929088583,191704.8,SETTLEMENT,2069.860000000015,0.0,0.0,6,6,3,6,1,0.0,0,0,0,0,0,0,6,0,0.7274184107091142,0,8040.94,1447.37,712781.59,703293.28,0.0,1,0.35294117647058826,1,1,1,1
1060.8100000000122,30269.979999999996,1060.8100000000122,1.0098290786771045,108986.49,SETTLEMENT,542.6000000000058,0.0,0.4,7,2,4,1,2,0.0,0,0,0,1,1,1,11,0,0.00982907867710458,0,1081.98,194.77,139256.47,107925.68,30054.04,1,0.9714285714285714,2,0,1,1
518.2100000000064,24780.839999999982,518.2100000000064,1.0047775257430098,108986.49,SETTLEMENT,542.6000000000058,0.0,0.4,7,1,6,3,16,0.0,0,1,0,0,0,1,7,0,0.004777525743009905,0,1888.41,339.91,133767.33,108468.28,23070.73,1,0.5142857142857142,20,0,0,0
2800.0999999999913,5646.319999999992,-2800.0999999999913,0.9749513783361672,108986.49,SETTLEMENT,542.6000000000058,0.0,0.4,7,3,7,7,22,0.0,0,0,0,0,0,1,7,0,0.025048621663832767,0,878.17,158.08,114632.81,111786.59,1809.97,1,0.34285714285714286,26,0,0,0
22657.819999999992,23710.759999999995,-22657.819999999992,0.8278860666290857,108986.49,SETTLEMENT,542.6000000000058,0.0,0.4,7,5,2,4,0,0.0,0,0,0,0,0,1,6,0,0.17211393337091435,1,892.32,160.62,132697.25,131644.31,0.0,1,0.5142857142857142,4,1,1,1
82718.30999999998,131386.89,-82718.30999999998,0.5685120560361556,108986.49,SETTLEMENT,542.6000000000058,0.0,0.4,7,6,3,5,1,0.0,0,0,0,0,0,1,11,0,0.4314879439638443,0,2038.56,366.94,240373.38,191704.8,46263.08,1,0.5142857142857142,3,1,1,1
5516.559999999998,36924.93999999999,-5516.559999999998,0.9518217200327852,108986.49,SETTLEMENT,542.6000000000058,0.0,0.4,7,4,5,2,2,0.0,0,0,0,0,0,1,7,0,0.048178279967214827,0,517.17,93.09,145911.43,114503.05,30798.12,1,0.5714285714285714,2,0,1,1
181871.34000000003,215152.32,-181871.34000000003,0.37470708627648086,108986.49,SETTLEMENT,542.6000000000058,0.0,0.4,7,7,1,6,0,0.0,0,0,1,0,0,0,8,0,0.6252929137235193,1,4074.43,733.39,324138.81,290857.83,28473.16,1,0.4,4,1,1,1
5414.270000000019,8422.450000000012,-5414.270000000019,0.9700884000047731,175594.77,SETTLEMENT,3039.829999999987,0.0,0.0,6,1,6,1,6,0.2,0,1,0,1,0,1,12,0,0.02991159999522686,0,2549.31,458.87,184017.22,181009.04,0.0,1,0.5294117647058824,7,0,0,1
8454.100000000006,11937.630000000005,-8454.100000000006,0.9540660043172229,175594.77,SETTLEMENT,3039.829999999987,0.0,0.0,6,2,5,3,6,0.2,0,0,0,0,0,1,11,0,0.04593399568277711,0,2952.14,531.39,187532.4,184048.87,0.0,1,0.47058823529411764,7,0,0,1
72165.54000000001,74978.65000000002,-72165.54000000001,0.7087284077098547,175594.77,SETTLEMENT,3039.829999999987,0.0,0.0,6,4,1,2,1,0.2,0,0,1,0,0,1,11,0,0.2912715922901453,0,2383.99,429.12,250573.42,247760.31,0.0,1,0.5294117647058824,0,1,1,1
77817.86000000002,90558.05000000002,-77817.86000000002,0.692920356810945,175594.77,SETTLEMENT,3039.829999999987,0.0,0.0,6,5,2,6,1,0.2,0,0,0,0,0,1,11,0,0.307079643189055,0,3443.45,619.82,266152.82,253412.63,8676.92,1,0.4117647058823529,0,1,1,1
16110.029999999999,64778.610000000015,-16110.029999999999,0.9159643889980845,175594.77,SETTLEMENT,3039.829999999987,0.0,0.0,6,3,3,4,2,0.2,0,0,0,0,0,1,11,0,0.08403561100191545,0,2038.56,366.94,240373.38,191704.8,46263.08,1,0.47058823529411764,3,0,1,1
102983.41999999998,102271.04,102983.41999999998,2.4182826789475746,175594.77,SETTLEMENT,3039.829999999987,0.0,0.0,6,6,4,5,3,0.2,0,0,0,0,0,0,11,0,1.4182826789475746,0,603.71,108.67,73323.73,72611.35,0.0,1,0.47058823529411764,2,0,1,1
4399.179999999993,9513.229999999981,-4399.179999999993,0.9856996771620479,303228.84,SETTLEMENT,45417.03000000003,1.0,0.4242424242424242,4,1,1,1,2,0.0,0,1,1,1,1,1,14,0,0.014300322837952123,0,4333.95,780.1,312742.07,307628.02,0.0,1,0.9090909090909091,4,0,1,1
49816.21000000002,37076.02000000002,49816.21000000002,1.196581401645214,303228.84,SETTLEMENT,45417.03000000003,1.0,0.4242424242424242,4,2,3,2,3,0.0,0,0,0,0,0,1,11,0,0.19658140164521407,0,3443.45,619.82,266152.82,253412.63,8676.92,1,0.48484848484848486,5,0,1,1
55468.53000000003,52655.42000000001,55468.53000000003,1.223879805445836,303228.84,SETTLEMENT,45417.03000000003,1.0,0.4242424242424242,4,3,2,4,3,0.0,0,0,0,0,0,1,11,0,0.22387980544583605,0,2383.99,429.12,250573.42,247760.31,0.0,1,0.36363636363636365,5,0,1,1
247419.71000000002,237319.35000000003,247419.71000000002,5.4333196020077725,303228.84,SETTLEMENT,45417.03000000003,1.0,0.4242424242424242,4,4,4,3,31,0.0,0,0,0,0,0,0,10,0,4.4333196020077725,0,927.12,166.89,65909.49,55809.13,9006.35,1,0.48484848484848486,33,0,0,0
2179.8600000000006,1643.770000000004,2179.8600000000006,1.0544641482959123,42203.62,SETTLEMENT,482.45000000000437,1.0,0.05882352941176472,5,1,3,4,10,0.0,0,1,0,0,0,1,10,0,0.05446414829591224,0,454.31,81.78,40559.85,40023.76,0.0,1,0.47058823529411764,8,0,0,0
2662.310000000005,6517.0999999999985,2662.310000000005,1.0673298380857894,42203.62,SETTLEMENT,482.45000000000437,1.0,0.05882352941176472,5,2,4,5,17,0.0,0,0,0,0,0,1,15,0,0.06732983808578939,0,602.16,108.39,48720.72,39541.31,8468.86,1,0.47058823529411764,15,0,0,0
17569.28,21000.899999999994,-17569.28,0.7060661269571997,42203.62,SETTLEMENT,482.45000000000437,1.0,0.05882352941176472,5,4,1,1,3,0.0,0,0,1,1,0,1,12,0,0.29393387304280033,0,402.16,72.38,63204.52,59772.9,2957.08,1,0.5294117647058824,1,0,1,1
